"STOP_STARTHR","STOP_ORIGPLACE1","STOP_ORIGPLACE2","STOP_ORIGPURP1","STOP_ORIGPURP2","STOP_ORIG_SA1_2016","STOP_DESTPLACE1","STOP_DESTPLACE2","STOP_DESTPURP1","STOP_DESTPURP2","STOP_DESTGEO","STOP_DEST_SA1_2016","STOP_NOONE","STOP_SOMEONEELSE","STOP_PERSON1","STOP_PERSON2","STOP_PERSON3","STOP_SOMEONE","STOP_MAINMODE","STOP_DEPHR","STOP_TRAVTIME","STOP_NETWORK_DIST","STOP_AVESPEED","STOP_DURATION","TRIP_ORIG_SA1_2016","TRIP_ORIGPLACE1","TRIP_ORIGPLACE2","TRIP_ORIGPURP1","TRIP_ORIGPURP2","TRIP_DEST_SA1_2016","TRIP_DESTPLACE1","TRIP_DESTPLACE2","TRIP_DESTPURP1","TRIP_DESTPURP2","TRIP_NETWORK_DIST","TRIP_MORETRIPS","TRIP_DEPHR","TRIP_TRAVTIME","TRIP_WAITTIME","TRIP_DURATION","TRIP_OVERALL_PURPOSE","PERS_PERSNO","PERS_AGEGROUP","PERS_SEX","PERS_RELATIONSHIP","PERS_CARLICENCE","PERS_MBLICENCE","PERS_OTHERLICENCE","PERS_NOLICENCE","PERS_CASUALWORK","PERS_ANYWORK","PERS_STUDYING","PERS_ACTIVITIES","PERS_MAINACT","PERS_WORKARR","PERS_ANZSCO1","PERS_ANZSCO2","PERS_ANZSIC1","PERS_ANZSIC2","PERS_STARTPLACE","PERS_NUMSTOPS","PERS_PERSINC","PERS_ADDITIONALTRAVEL","HH_HHSIZE","HH_VISITORS","HH_HHSTRUCTURE","HH_DWELLTYPE","HH_OWNDWELL","HH_ADULTSBIKES","HH_KIDSBIKES","HH_TOTALBIKES","HH_CARS","HH_FOURWDS","HH_UTES","HH_VANS","HH_TRUCKS","HH_MBIKES","HH_OTHERVEHS","HH_TOTALVEHS","HH_TRAVDOW","HH_HHINC","HH_HOME_SA1_2016","HH_HHWGT14","PERS_ADDITIONALTRAVEL_missing","VEH_PER_PERSON","VEH_PER_ADULT","TIME_PERIOD","DIST_CATEGORY","PERS_MRTDOW_missing","TRIP_SPEED","IS_WEEKEND","HAS_LICENSE_AND_CAR"
16,"A shop","Shopping Centres","Buy Something","Bought something",3126112,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16.1666666666667,30,14.3859996795654,28.7719993591309,50,3126112,"A shop","Shopping Centres","Buy Something","Bought something",3124816,"My home","Survey Home","At Home","Go home",14.3859996795654,"No",16.5,30,0,30,3,1,"65->69","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Rostered Shifts","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Survey address",2,"$1000-1249 p.w.","No",1,0,"Sole Person","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Monday",1125,3124849,35.00162,0,1,1,"Evening_Peak","Medium",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3124849,"A shop","Shopping Centres","Personal Business","Medical/Dental purposes","Landmark",3124410,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,20,12.7679996490479,38.3039970397949,40,3124816,"My home","Survey Home","At Home","Go home",3124410,"A shop","Shopping Centres","Personal Business","Medical/Dental purposes",12.7679996490479,"Yes",15,20,0,40,9,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Volunteer Work","Something Else / Volunteer work","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$1-199 p.w.","Yes",1,0,"Sole Person","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Tuesday",100,3124849,32.02357,0,1,1,"Midday","Medium",1,0,0,0
15,"A shop","Shopping Centres","Personal Business","Medical/Dental purposes",3124410,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16,15,12.7840003967285,51.1360015869141,45,3124410,"A shop","Shopping Centres","Personal Business","Medical/Dental purposes",3124816,"My home","Survey Home","At Home","Go home",12.7840003967285,"Yes",16,15,0,45,9,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Volunteer Work","Something Else / Volunteer work","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$1-199 p.w.","Yes",1,0,"Sole Person","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Tuesday",100,3124849,32.02357,0,1,1,"Midday","Medium",1,0,0,0
16,"My home","Survey Home","At Home","Go home",3124849,"Somewhere else","Other NEC","Personal Business","Walked the dog","Intersection",3124852,"Yes","No","Not Present","Not Present","Not Present","No","Walking",16,15,1.38699996471405,5.5479998588562,0,3124816,"My home","Survey Home","At Home","Go home",3124817,"Somewhere else","Other NEC","Personal Business","Walked the dog",1.38699996471405,"Yes",16,15,0,0,9,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Volunteer Work","Something Else / Volunteer work","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$1-199 p.w.","Yes",1,0,"Sole Person","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Tuesday",100,3124849,32.02357,0,1,1,"Evening_Peak","Very_Short",1,0,0,0
16,"Somewhere else","Other NEC","Personal Business","Walked the dog",3124852,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Walking",16.1666666666667,15,1.38699996471405,5.5479998588562,50,3124817,"Somewhere else","Other NEC","Personal Business","Walked the dog",3124816,"My home","Survey Home","At Home","Go home",1.38699996471405,"No",16.75,15,0,15,9,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Volunteer Work","Something Else / Volunteer work","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$1-199 p.w.","Yes",1,0,"Sole Person","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Tuesday",100,3124849,32.02357,0,1,1,"Evening_Peak","Very_Short",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3124849,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3124832,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",7,15,5.03800010681152,20.1520004272461,1,3124816,"My home","Survey Home","At Home","Go home",3124832,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",5.03800010681152,"Yes",7,15,0,1,5,1,"50->54","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","CLERICAL AND ADMINISTRATIVE WORKERS(NEC)","Transport -  Postal and Warehousing","Transport -  Postal and Warehousing (NEC)","Survey address",3,"$1250-1499 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Morning_Peak","Medium",1,0,0,0
7,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3124832,"My usual workplace","My Workplace","Work Related","Own Workplace","Address",3125526,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,29,30.7240009307861,63.5669021606445,470,3124832,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125526,"My usual workplace","My Workplace","Work Related","Own Workplace",30.7240009307861,"Yes",15,29,0,470,7,1,"50->54","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","CLERICAL AND ADMINISTRATIVE WORKERS(NEC)","Transport -  Postal and Warehousing","Transport -  Postal and Warehousing (NEC)","Survey address",3,"$1250-1499 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Morning_Peak","Very_Long",1,0,0,0
15,"My usual workplace","My Workplace","Work Related","Own Workplace",3125526,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15.1666666666667,40,36.0320014953613,54.0480041503906,50,3125526,"My usual workplace","My Workplace","Work Related","Own Workplace",3124816,"My home","Survey Home","At Home","Go home",36.0320014953613,"No",15.3333333333333,40,0,40,8,1,"50->54","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","CLERICAL AND ADMINISTRATIVE WORKERS(NEC)","Transport -  Postal and Warehousing","Transport -  Postal and Warehousing (NEC)","Survey address",3,"$1250-1499 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Midday","Very_Long",1,0,0,0
4,"My home","Survey Home","At Home","Go home",3124849,"My usual workplace","My Workplace","Work Related","Own Workplace","Address",3124805,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16,10,7.08900022506714,42.5340003967285,665,3124816,"My home","Survey Home","At Home","Go home",3124805,"My usual workplace","My Workplace","Work Related","Own Workplace",7.08900022506714,"Yes",16,10,0,665,8,2,"45->49","Male","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Labourers","LABOURERS (NEC)","Manufacturing","Printing (including the Reproduction of Recorded Media)","Survey address",2,"$1500-1999 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Off_Peak","Medium",1,0,0,0
16,"My usual workplace","My Workplace","Work Related","Own Workplace",3124805,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15.1666666666667,10,7.00500011444092,42.0299987792969,50,3124805,"My usual workplace","My Workplace","Work Related","Own Workplace",3124816,"My home","Survey Home","At Home","Go home",7.00500011444092,"No",15.8333333333333,10,0,10,8,2,"45->49","Male","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Labourers","LABOURERS (NEC)","Manufacturing","Printing (including the Reproduction of Recorded Media)","Survey address",2,"$1500-1999 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Evening_Peak","Medium",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3124849,"A primary or secondary school","School","Education","At school","Landmark",3124832,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",15,15,5.03800010681152,20.1520004272461,450,3124816,"My home","Survey Home","At Home","Go home",3124832,"A primary or secondary school","School","Education","At school",5.03800010681152,"Yes",15,15,0,450,6,3,"15->19","Male","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"Zero Income","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Morning_Peak","Medium",1,0,0,0
15,"A primary or secondary school","School","Education","At school",3124832,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT","Intersection",3124852,"Yes","No","Not Present","Not Present","Not Present","No","School Bus",15,15,3.77811455726624,15.1124582290649,0,3124832,"A primary or secondary school","School","Education","At school",3124816,"My home","Survey Home","At Home","Go home",5.01111459732056,"No",14.5,30,0,30,6,3,"15->19","Male","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"Zero Income","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Midday","Medium",1,0,0,0
15,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT",3124852,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Walking",14.1666666666667,15,1.23300004005432,4.93200016021729,50,3124832,"A primary or secondary school","School","Education","At school",3124816,"My home","Survey Home","At Home","Go home",5.01111459732056,"No",14.5,30,0,30,6,3,"15->19","Male","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"Zero Income","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",3125,3124849,23.50689,0,0.666666666666667,0.333333333333333,"Midday","Medium",1,0,0,0
4,"Somewhere else","Somewhere else","Unknown Purpose (at start of day)","Unknown Purpose (at start of day)",3119101,"Somewhere else","Airport","To get on or off public transport","Change Mode (NEC)","Landmark",3119100.75,"Yes","No","Not Present","Not Present","Not Present","No","Plane",6,120,1640.91003417969,70.7584972381592,10,3119110,"Somewhere else","Somewhere else","Unknown Purpose (at start of day)","Unknown Purpose (at start of day)",3124816,"My home","Survey Home","At Home","Go home",1731.99182128906,"Yes",13,260,50,250,12,1,"65->69","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Information Media and Telecommunications","Information Media and Telecommunications (NEC)","Somewhere else",7,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Off_Peak","Very_Long",1,0,0,0
6,"Somewhere else","Airport","To get on or off public transport","Change Mode (NEC)",3119101,"Train Station","Railway Station","To get on or off public transport","Got on or off PT","Point on map",3119100.75,"Yes","No","Not Present","Not Present","Not Present","No","Walking",7,30,0.241999998688698,0.483999967575073,30,3119110,"Somewhere else","Somewhere else","Unknown Purpose (at start of day)","Unknown Purpose (at start of day)",3124816,"My home","Survey Home","At Home","Go home",1731.99182128906,"Yes",13,260,50,250,12,1,"65->69","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Information Media and Telecommunications","Information Media and Telecommunications (NEC)","Somewhere else",7,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Very_Long",1,0,0,0
7,"Train Station","Railway Station","To get on or off public transport","Got on or off PT",3119101,"Train Station","Railway Station","To get on or off public transport","Got on or off PT","Public Transport",3124835,"Yes","No","Not Present","Not Present","Not Present","No","Train",8,95,83.8898162841797,52.983039855957,10,3119110,"Somewhere else","Somewhere else","Unknown Purpose (at start of day)","Unknown Purpose (at start of day)",3124816,"My home","Survey Home","At Home","Go home",1731.99182128906,"Yes",13,260,50,250,12,1,"65->69","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Information Media and Telecommunications","Information Media and Telecommunications (NEC)","Somewhere else",7,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Very_Long",1,0,0,0
8,"Train Station","Railway Station","To get on or off public transport","Got on or off PT",3124835,"My home","Survey Home","At Home","Go home","Home",3124849,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",13,15,6.94999980926514,27.7999992370605,250,3119110,"Somewhere else","Somewhere else","Unknown Purpose (at start of day)","Unknown Purpose (at start of day)",3124816,"My home","Survey Home","At Home","Go home",1731.99182128906,"Yes",13,260,50,250,12,1,"65->69","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Information Media and Telecommunications","Information Media and Telecommunications (NEC)","Somewhere else",7,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Very_Long",1,0,0,0
13,"My home","Survey Home","At Home","Go home",3124849,"Somewhere else","Unspecified","Accompany Someone","Accompanied someone","Address",3130338.75,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",14,30,15.5520000457764,31.1040000915527,55,3124816,"My home","Survey Home","At Home","Go home",3126636,"Somewhere else","Unspecified","Accompany Someone","Accompanied someone",15.5520000457764,"Yes",14,30,0,55,2,1,"65->69","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Information Media and Telecommunications","Information Media and Telecommunications (NEC)","Somewhere else",7,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Midday","Long",1,0,0,0
14,"Somewhere else","Unspecified","Accompany Someone","Accompanied someone",3130341,"A shop","Supermarkets","Buy Something","Bought something","Landmark",3124832,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",15,25,10.41100025177,24.986400604248,40,3126636,"Somewhere else","Unspecified","Accompany Someone","Accompanied someone",3124832,"A shop","Supermarkets","Buy Something","Bought something",10.41100025177,"Yes",15,25,0,40,3,1,"65->69","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Information Media and Telecommunications","Information Media and Telecommunications (NEC)","Somewhere else",7,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Midday","Medium",1,0,0,0
15,"A shop","Supermarkets","Buy Something","Bought something",3124832,"My home","Survey Home","At Home","Go home","Home",3124849,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",15.1666666666667,15,5.44299983978271,21.7719993591309,50,3124832,"A shop","Supermarkets","Buy Something","Bought something",3124816,"My home","Survey Home","At Home","Go home",5.44299983978271,"No",15.75,15,0,15,3,1,"65->69","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Information Media and Telecommunications","Information Media and Telecommunications (NEC)","Somewhere else",7,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Midday","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3124849,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3126007,"No","No","Not Present","Not Present","Not Present","Yes","Vehicle Driver",8,20,12.3470001220703,37.0410003662109,1,3124816,"My home","Survey Home","At Home","Go home",3126007,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",12.3470001220703,"Yes",8,20,0,1,5,2,"55->59","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Fuel Retailing","Survey address",6,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Medium",1,0,0,0
8,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3126007,"Train Station","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered","Public Transport",3124835,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",8,19,9.02999973297119,28.5157890319824,15,3126007,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3124835,"Train Station","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered",9.02999973297119,"Yes",8,19,0,15,5,2,"55->59","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Fuel Retailing","Survey address",6,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Medium",1,0,0,0
8,"Train Station","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered",3124835,"My home","Survey Home","At Home","Go home","Home",3124849,"No","No","Present","Not Present","Not Present","Yes","Vehicle Driver",13,15,6.94999980926514,27.7999992370605,250,3124835,"Train Station","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered",3124816,"My home","Survey Home","At Home","Go home",6.94999980926514,"Yes",13,15,0,250,5,2,"55->59","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Fuel Retailing","Survey address",6,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Medium",1,0,0,0
13,"My home","Survey Home","At Home","Go home",3124849,"Somewhere else","Unspecified","Personal Business","Medical/Dental purposes","Address",3130338.75,"No","No","Present","Not Present","Not Present","Yes","Vehicle Driver",14,30,15.5520000457764,31.1040000915527,55,3124816,"My home","Survey Home","At Home","Go home",3126636,"Somewhere else","Unspecified","Personal Business","Medical/Dental purposes",15.5520000457764,"Yes",14,30,0,55,9,2,"55->59","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Fuel Retailing","Survey address",6,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Midday","Long",1,0,0,0
14,"Somewhere else","Unspecified","Personal Business","Medical/Dental purposes",3130341,"A shop","Supermarkets","Buy Something","Bought something","Landmark",3124832,"No","No","Present","Not Present","Not Present","Yes","Vehicle Driver",15,25,10.41100025177,24.986400604248,40,3126636,"Somewhere else","Unspecified","Personal Business","Medical/Dental purposes",3124832,"A shop","Supermarkets","Buy Something","Bought something",10.41100025177,"Yes",15,25,0,40,3,2,"55->59","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Fuel Retailing","Survey address",6,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Midday","Medium",1,0,0,0
15,"A shop","Supermarkets","Buy Something","Bought something",3124832,"My home","Survey Home","At Home","Go home","Home",3124849,"No","No","Present","Not Present","Not Present","Yes","Vehicle Driver",15.1666666666667,15,5.44299983978271,21.7719993591309,50,3124832,"A shop","Supermarkets","Buy Something","Bought something",3124816,"My home","Survey Home","At Home","Go home",5.44299983978271,"No",15.75,15,0,15,3,2,"55->59","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Fuel Retailing","Survey address",6,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Midday","Medium",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3124849,"My usual workplace","My Workplace","Work Related","Own Workplace","Address",3122508,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16,20,19.7310009002686,59.193000793457,500,3124816,"My home","Survey Home","At Home","Go home",3122508,"My usual workplace","My Workplace","Work Related","Own Workplace",19.7310009002686,"Yes",16,20,0,500,8,3,"25->29","Male","Child","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Design - Engineering - Science and Transport Professionals","Retail Trade","Retail Trade (NEC)","Survey address",3,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Long",1,0,0,0
16,"My usual workplace","My Workplace","Work Related","Own Workplace",3122508,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",18,30,19.492000579834,38.984001159668,90,3122508,"My usual workplace","My Workplace","Work Related","Own Workplace",3124816,"My home","Survey Home","At Home","Go home",19.492000579834,"Yes",18,30,0,90,8,3,"25->29","Male","Child","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Design - Engineering - Science and Transport Professionals","Retail Trade","Retail Trade (NEC)","Survey address",3,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Evening_Peak","Long",1,0,0,0
18,"My home","Survey Home","At Home","Go home",3124849,"Someone else home","Someone Elses Home","Personal Business","Stayed overnight","Address",3119100.75,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",18.1666666666667,60,78.306999206543,70.7584972381592,50,3124816,"My home","Survey Home","At Home","Go home",3119107.5,"Someone else home","Someone Elses Home","Personal Business","Stayed overnight",78.306999206543,"No",18,60,0,60,9,3,"25->29","Male","Child","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Design - Engineering - Science and Transport Professionals","Retail Trade","Retail Trade (NEC)","Survey address",3,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Evening_Peak","Very_Long",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3124849,"A primary or secondary school","School","Education","At school","Landmark",3126007,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",15,20,12.3470001220703,37.0410003662109,400,3124816,"My home","Survey Home","At Home","Go home",3126007,"A primary or secondary school","School","Education","At school",12.3470001220703,"Yes",15,20,0,400,6,4,"15->19","Male","Child","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Morning_Peak","Medium",1,0,0,0
