"STOP_STARTHR","STOP_ORIGPLACE1","STOP_ORIGPLACE2","STOP_ORIGPURP1","STOP_ORIGPURP2","STOP_ORIG_SA1_2016","STOP_DESTPLACE1","STOP_DESTPLACE2","STOP_DESTPURP1","STOP_DESTPURP2","STOP_DESTGEO","STOP_DEST_SA1_2016","STOP_NOONE","STOP_SOMEONEELSE","STOP_PERSON1","STOP_PERSON2","STOP_PERSON3","STOP_SOMEONE","STOP_MAINMODE","STOP_DEPHR","STOP_TRAVTIME","STOP_NETWORK_DIST","STOP_AVESPEED","STOP_DURATION","TRIP_ORIG_SA1_2016","TRIP_ORIGPLACE1","TRIP_ORIGPLACE2","TRIP_ORIGPURP1","TRIP_ORIGPURP2","TRIP_DEST_SA1_2016","TRIP_DESTPLACE1","TRIP_DESTPLACE2","TRIP_DESTPURP1","TRIP_DESTPURP2","TRIP_NETWORK_DIST","TRIP_MORETRIPS","TRIP_DEPHR","TRIP_TRAVTIME","TRIP_WAITTIME","TRIP_DURATION","TRIP_OVERALL_PURPOSE","PERS_PERSNO","PERS_AGEGROUP","PERS_SEX","PERS_RELATIONSHIP","PERS_CARLICENCE","PERS_MBLICENCE","PERS_OTHERLICENCE","PERS_NOLICENCE","PERS_CASUALWORK","PERS_ANYWORK","PERS_STUDYING","PERS_ACTIVITIES","PERS_MAINACT","PERS_WORKARR","PERS_ANZSCO1","PERS_ANZSCO2","PERS_ANZSIC1","PERS_ANZSIC2","PERS_STARTPLACE","PERS_NUMSTOPS","PERS_PERSINC","PERS_ADDITIONALTRAVEL","HH_HHSIZE","HH_VISITORS","HH_HHSTRUCTURE","HH_DWELLTYPE","HH_OWNDWELL","HH_ADULTSBIKES","HH_KIDSBIKES","HH_TOTALBIKES","HH_CARS","HH_FOURWDS","HH_UTES","HH_VANS","HH_TRUCKS","HH_MBIKES","HH_OTHERVEHS","HH_TOTALVEHS","HH_TRAVDOW","HH_HHINC","HH_HOME_SA1_2016","HH_HHWGT14","PERS_ADDITIONALTRAVEL_missing","VEH_PER_PERSON","VEH_PER_ADULT","TIME_PERIOD","DIST_CATEGORY","PERS_MRTDOW_missing","TRIP_SPEED","IS_WEEKEND","HAS_LICENSE_AND_CAR"
19,"My home","Survey Home","At Home","Go home",3125524,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered","Point on map",3125513,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",20,5,3.10400009155273,37.2480010986328,0,3125524,"My home","Survey Home","At Home","Go home",3125513,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3.10400009155273,"Yes",20,5,0,0,5,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Off_Peak","Short",1,0,0,0
20,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125513,"My home","Survey Home","At Home","Go home","Home",3125524,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",19.1666666666667,5,3.04900002479553,36.5879974365234,50,3125513,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125524,"My home","Survey Home","At Home","Go home",3.04900002479553,"No",19.9166666666667,5,0,5,5,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Off_Peak","Short",1,0,0,0
10,"My home","Survey Home","At Home","Go home",3125524,"My usual workplace","Theatres & Cinemas","Work Related","Own Workplace","Landmark",3125607,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,20,17.7959995269775,53.387996673584,280,3125524,"My home","Survey Home","At Home","Go home",3125607,"My usual workplace","Theatres & Cinemas","Work Related","Own Workplace",17.7959995269775,"Yes",15,20,0,280,8,2,"15->19","Female","Child","Red Probationary Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Flexible Hours","Sales Workers","Sales Assistants and Salespersons","Other Services","Other Services (NEC)","Survey address",2,"$1-199 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Midday","Long",1,0,0,0
15,"My usual workplace","Theatres & Cinemas","Work Related","Own Workplace",3125607,"My home","Survey Home","At Home","Go home","Home",3125524,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",14.1666666666667,20,17.5690002441406,52.7070007324219,50,3125607,"My usual workplace","Theatres & Cinemas","Work Related","Own Workplace",3125524,"My home","Survey Home","At Home","Go home",17.5690002441406,"No",14.6666666666667,20,0,20,8,2,"15->19","Female","Child","Red Probationary Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Flexible Hours","Sales Workers","Sales Assistants and Salespersons","Other Services","Other Services (NEC)","Survey address",2,"$1-199 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Midday","Long",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3125524,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT","Public Transport",3125513,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",7,5,1.62999999523163,19.5599994659424,5,3125524,"My home","Survey Home","At Home","Go home",3130327.5,"A primary or secondary school","School","Education","At school",14.9576187133789,"Yes",15,40,5,400,6,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Morning_Peak","Medium",1,0,0,0
7,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT",3125513,"Bus Stop","School","To get on or off public transport","Got on or off PT","Landmark",3130338.75,"Yes","No","Not Present","Not Present","Not Present","No","School Bus",8,30,12.787618637085,25.5752372741699,0,3125524,"My home","Survey Home","At Home","Go home",3130327.5,"A primary or secondary school","School","Education","At school",14.9576187133789,"Yes",15,40,5,400,6,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Morning_Peak","Medium",1,0,0,0
8,"Bus Stop","School","To get on or off public transport","Got on or off PT",3130341,"A primary or secondary school","School","Education","At school","Landmark",3130338.75,"Yes","No","Not Present","Not Present","Not Present","No","Walking",15,5,0.540000021457672,6.48000001907349,400,3125524,"My home","Survey Home","At Home","Go home",3130327.5,"A primary or secondary school","School","Education","At school",14.9576187133789,"Yes",15,40,5,400,6,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Morning_Peak","Medium",1,0,0,0
15,"A primary or secondary school","School","Education","At school",3130341,"Bus Stop","School","To get on or off public transport","Got on or off PT","Landmark",3130338.75,"Yes","No","Not Present","Not Present","Not Present","No","Walking",15,5,0.540000021457672,6.48000001907349,10,3130326,"A primary or secondary school","School","Education","At school",3125524,"My home","Survey Home","At Home","Go home",15.0146188735962,"Yes",16,25,15,20,6,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Midday","Long",1,0,0,0
15,"Bus Stop","School","To get on or off public transport","Got on or off PT",3130341,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT","Public Transport",3125513,"Yes","No","Not Present","Not Present","Not Present","No","School Bus",15,15,12.787618637085,51.1504745483398,5,3130326,"A primary or secondary school","School","Education","At school",3125524,"My home","Survey Home","At Home","Go home",15.0146188735962,"Yes",16,25,15,20,6,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Midday","Long",1,0,0,0
15,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT",3125513,"My home","Survey Home","At Home","Go home","Home",3125524,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",16,5,1.68700003623962,20.2440013885498,20,3130326,"A primary or secondary school","School","Education","At school",3125524,"My home","Survey Home","At Home","Go home",15.0146188735962,"Yes",16,25,15,20,6,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Midday","Long",1,0,0,0
16,"My home","Survey Home","At Home","Go home",3125524,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered","Point on map",3125513,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",20,5,3.10400009155273,37.2480010986328,235,3125524,"My home","Survey Home","At Home","Go home",3125513,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3.10400009155273,"Yes",20,5,0,235,5,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Evening_Peak","Short",1,0,0,0
20,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125513,"My home","Survey Home","At Home","Go home","Home",3125524,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",19.1666666666667,5,3.04900002479553,36.5879974365234,50,3125513,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125524,"My home","Survey Home","At Home","Go home",3.04900002479553,"No",19.9166666666667,5,0,5,5,3,"15->19","Female","Child","No Car Licence","No","No","Yes","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"Zero Income","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,0,0.666666666666667,0.666666666666667,"Off_Peak","Short",1,0,0,0
13,"My home","Survey Home","At Home","Go home",3125543,"My usual workplace","Hardware","Work Related","Own Workplace","Landmark",3125642,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",22,10,16.4389991760254,70.7584972381592,485,3125533,"My home","Survey Home","At Home","Go home",3125627,"My usual workplace","Hardware","Work Related","Own Workplace",16.4389991760254,"Yes",22,10,0,485,8,1,"40->44","Male","Self","Full Licence","Yes","Yes","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Machinery Operators and Drivers","Storepersons","Transport -  Postal and Warehousing","Warehousing and Storage Services","Survey address",2,"$800-999 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Midday","Long",1,0,0,0
22,"My usual workplace","Hardware","Work Related","Own Workplace",3125642,"My home","Survey Home","At Home","Go home","Home",3125543,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",21.1666666666667,20,16.3229999542236,48.9690017700195,50,3125627,"My usual workplace","Hardware","Work Related","Own Workplace",3125533,"My home","Survey Home","At Home","Go home",16.3229999542236,"No",21.6666666666667,20,0,20,8,1,"40->44","Male","Self","Full Licence","Yes","Yes","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Machinery Operators and Drivers","Storepersons","Transport -  Postal and Warehousing","Warehousing and Storage Services","Survey address",2,"$800-999 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Off_Peak","Long",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3125543,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3125703,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",7,10,5.7979998588562,34.7880020141602,0,3125533,"My home","Survey Home","At Home","Go home",3125703,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",5.7979998588562,"Yes",7,10,0,0,5,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Survey address",7,"$1250-1499 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Morning_Peak","Medium",1,0,0,0
7,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125703,"My home","Survey Home","At Home","Go home","Home",3125543,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",8,10,5.55900001525879,33.3540000915527,45,3125703,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125533,"My home","Survey Home","At Home","Go home",5.55900001525879,"Yes",8,10,0,45,5,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Survey address",7,"$1250-1499 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Morning_Peak","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125543,"A primary or secondary school","School","Accompany Someone","Accompanied someone","Landmark",3125703,"No","No","Not Present","Not Present","Not Present","Yes","Vehicle Driver",9,10,5.7979998588562,34.7880020141602,20,3125533,"My home","Survey Home","At Home","Go home",3125703,"A primary or secondary school","School","Accompany Someone","Accompanied someone",5.7979998588562,"Yes",9,10,0,20,2,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Survey address",7,"$1250-1499 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Morning_Peak","Medium",1,0,0,0
9,"A primary or secondary school","School","Accompany Someone","Accompanied someone",3125703,"My home","Survey Home","At Home","Go home","Home",3125543,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",14,10,5.55900001525879,33.3540000915527,310,3125703,"A primary or secondary school","School","Accompany Someone","Accompanied someone",3125533,"My home","Survey Home","At Home","Go home",5.55900001525879,"Yes",14,10,0,310,2,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Survey address",7,"$1250-1499 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Midday","Medium",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3125543,"A shop","Supermarkets","Buy Something","Bought something","Address",3125513,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",14,5,2.87400007247925,34.4879989624023,20,3125533,"My home","Survey Home","At Home","Go home",3125513,"A shop","Supermarkets","Buy Something","Bought something",2.87400007247925,"Yes",14,5,0,20,3,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Survey address",7,"$1250-1499 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Midday","Short",1,0,0,0
14,"A shop","Supermarkets","Buy Something","Bought something",3125513,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3125703,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,20,4.44000005722046,13.3199996948242,5,3125513,"A shop","Supermarkets","Buy Something","Bought something",3125703,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",4.44000005722046,"Yes",15,20,0,5,5,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Rostered Shifts","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Survey address",7,"$1250-1499 p.w.","No",4,4,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,1,1,0,0,0,0,1,2,"Tuesday",2275,3125543,55.97057,0,0.5,0.25,"Midday","Short",1,0,0,0
